Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"121-r827",1U : Urban Principal Arterial - Interstate,33.743745,-84.385760,2024,45200,Estimated,,,,,0.0626,1,57000,Short Term
"121-r828",1U : Urban Principal Arterial - Interstate,33.745670,-84.394619,2024,39800,Actual,,,,,0.0706,1,55900,Short Term
"121-r829",1U : Urban Principal Arterial - Interstate,33.743648,-84.382344,2024,8110,Actual,,,,,0.1413,1,13200,Short Term
"121-r831",1U : Urban Principal Arterial - Interstate,33.746004,-84.396706,2024,6900,Estimated,236,26,,,0.0974,1,8690,Short Term
"121-r834",1U : Urban Principal Arterial - Interstate,33.743658,-84.370137,2024,8650,Estimated,,,,,0.0793,1,10900,Short Term
"121-r835",1U : Urban Principal Arterial - Interstate,33.743698,-84.360769,2024,7780,Actual,,,,,0.1557,1,9890,Short Term
"121-r836",1U : Urban Principal Arterial - Interstate,33.743651,-84.365226,2024,7540,Estimated,,,,,0.1459,1,10100,Short Term
"121-r838",1U : Urban Principal Arterial - Interstate,33.745422,-84.351242,2024,8050,Estimated,,,,,0.0842,1,11100,Short Term
"121-r839",2U : Urban Principal Arterial - Freeways & Expressways,33.760073,-84.375791,2024,15100,Estimated,,,,,0.0726,1,37900,Short Term
"121-r840",3U : Urban Principal Arterial - Other,33.765966,-84.358940,2024,1140,Estimated,,,,,0.1732,1,1440,Short Term
"121-r841",3U : Urban Principal Arterial - Other,33.764542,-84.358389,2024,4340,Estimated,,,,,0.0954,1,5470,Short Term
"121-r843",2U : Urban Principal Arterial - Freeways & Expressways,33.800149,-84.388593,2024,10900,Estimated,,,,,0.103,1,13700,Short Term
"121-r844",2U : Urban Principal Arterial - Freeways & Expressways,33.801497,-84.387233,2024,6230,Estimated,213,18,,,0.0838,1,7850,Short Term
"121-r845",2U : Urban Principal Arterial - Freeways & Expressways,33.811742,-84.369787,2024,7540,Actual,,,,,0.0984,1,10100,Short Term
"121-r846",2U : Urban Principal Arterial - Freeways & Expressways,33.809831,-84.375089,2024,13600,Estimated,,,,,0.0741,1,19600,Short Term
"121-r848",2U : Urban Principal Arterial - Freeways & Expressways,33.811597,-84.368733,2024,10800,Actual,,,,,0.0937,1,17400,Short Term
"121-r849",2U : Urban Principal Arterial - Freeways & Expressways,33.812252,-84.364750,2024,8620,Estimated,,,,,0.0784,1,10900,Short Term
"121-r852",2U : Urban Principal Arterial - Freeways & Expressways,33.645508,-84.453005,2024,1430,Estimated,,,,,0.0825,1,1800,Short Term
"121-r853",2U : Urban Principal Arterial - Freeways & Expressways,33.644773,-84.452430,2024,2810,Actual,,,,,0.0796,1,5520,Short Term
"121-r854",2U : Urban Principal Arterial - Freeways & Expressways,33.646415,-84.453059,2024,1310,Estimated,,,,,0.0921,1,1650,Short Term
"121-r855",2U : Urban Principal Arterial - Freeways & Expressways,33.646748,-84.451866,2024,4550,Estimated,,,,,0.0909,1,5730,Short Term
"121-r856",2U : Urban Principal Arterial - Freeways & Expressways,33.616417,-84.516028,2024,9080,Estimated,,,,,0.1064,1,15400,Short Term
"121-r857",2U : Urban Principal Arterial - Freeways & Expressways,33.614491,-84.498937,2024,8510,Estimated,,,,,0.1078,1,10700,Short Term
"121-r858",2U : Urban Principal Arterial - Freeways & Expressways,33.615269,-84.498652,2024,8570,Actual,,,,,0.1284,1,10800,Short Term
"121-r862",2U : Urban Principal Arterial - Freeways & Expressways,33.618579,-84.514196,2024,7760,Estimated,,,,,0.1031,1,13800,Short Term
"121-r863",2U : Urban Principal Arterial - Freeways & Expressways,33.618509,-84.516073,2024,1500,Estimated,,,,,0.1009,1,2750,Short Term
"121-r864",2U : Urban Principal Arterial - Freeways & Expressways,33.616998,-84.517676,2024,1120,Estimated,,,,,0.1348,1,1630,Short Term
"121-r866",2U : Urban Principal Arterial - Freeways & Expressways,33.690927,-84.490866,2024,12300,Actual,,,,,0.0843,1,15500,Short Term
"121-r867",2U : Urban Principal Arterial - Freeways & Expressways,33.692538,-84.488844,2024,5880,Estimated,,,,,0.0846,1,7410,Short Term
"121-r868",2U : Urban Principal Arterial - Freeways & Expressways,33.691259,-84.491607,2024,5630,Estimated,,,,,0.0942,1,7090,Short Term
"121-r869",2U : Urban Principal Arterial - Freeways & Expressways,33.690707,-84.492662,2024,11700,Estimated,,,,,0.0965,1,14700,Short Term
"121-r870",2U : Urban Principal Arterial - Freeways & Expressways,33.698752,-84.458694,2024,5870,Estimated,,,,,0.0825,1,7400,Short Term
"121-r871",2U : Urban Principal Arterial - Freeways & Expressways,33.699272,-84.458578,2024,6210,Estimated,,,,,0.0822,1,8890,Short Term
"121-r872",2U : Urban Principal Arterial - Freeways & Expressways,33.698015,-84.446131,2024,6720,Actual,,,,,0.0693,1,12500,Short Term
"121-r873",2U : Urban Principal Arterial - Freeways & Expressways,33.698362,-84.446862,2024,6880,Actual,,,,,0.0793,1,9570,Short Term
"121-r874",2U : Urban Principal Arterial - Freeways & Expressways,33.697700,-84.431116,2024,3730,Actual,,,,,0.1036,1,4700,Short Term
"121-r875",2U : Urban Principal Arterial - Freeways & Expressways,33.697714,-84.430760,2024,6280,Estimated,,,,,0.0798,1,11200,Short Term
"121-r876",2U : Urban Principal Arterial - Freeways & Expressways,33.698642,-84.430508,2024,6920,Estimated,,,,,0.0869,1,12100,Short Term
"121-r877",2U : Urban Principal Arterial - Freeways & Expressways,33.698452,-84.431001,2024,2920,Estimated,,,,,0.1112,1,3680,Short Term
"121-r878",2U : Urban Principal Arterial - Freeways & Expressways,33.697647,-84.420264,2024,3730,Actual,,,,,0.1036,1,5670,Short Term
"121-r879",2U : Urban Principal Arterial - Freeways & Expressways,33.697536,-84.416711,2024,4990,Actual,,,,,0.0743,1,6290,Short Term
"121-r880",2U : Urban Principal Arterial - Freeways & Expressways,33.697960,-84.416702,2024,7490,Estimated,,,,,0.0868,1,12600,Short Term
"121-r881",2U : Urban Principal Arterial - Freeways & Expressways,33.698017,-84.419714,2024,3040,Actual,,,,,0.09,1,4140,Short Term
"121-r882",2U : Urban Principal Arterial - Freeways & Expressways,33.696440,-84.412201,2024,1920,Estimated,,,,,0.0929,1,2420,Short Term
"121-r883",2U : Urban Principal Arterial - Freeways & Expressways,33.696259,-84.411881,2024,3150,Estimated,,,,,0.0817,1,3980,Short Term
"121-r884",2U : Urban Principal Arterial - Freeways & Expressways,33.696791,-84.411629,2024,7950,Estimated,,,,,0.1126,1,13100,Short Term
"121-r885",2U : Urban Principal Arterial - Freeways & Expressways,33.696847,-84.412122,2024,2830,Estimated,,,,,0.0808,1,3570,Short Term
"121-r886",2U : Urban Principal Arterial - Freeways & Expressways,33.795185,-84.388145,2024,790,Estimated,,,,,0.1739,1,,Short Term
"121-r998",1U : Urban Principal Arterial - Interstate,33.791260,-84.391010,2024,116000,Estimated,,,,,,,146000,Short Term
"123-0101",5R : Rural Major Collector,34.566566,-84.522539,2024,440,Estimated,20,3,,,0.1095,0.58,580,Short Term
"123-0105",5R : Rural Major Collector,34.564642,-84.537470,2024,1440,Estimated,,,,,0.0821,0.68,2320,Short Term
"123-0109",5R : Rural Major Collector,34.635857,-84.510797,2024,3610,Estimated,,,,,0.0982,0.53,4550,Short Term
"123-0113",5R : Rural Major Collector,34.659341,-84.500000,2024,7770,Estimated,371,126,,,0.0908,0.51,9790,Short Term
"123-0121",5R : Rural Major Collector,34.688530,-84.490484,2024,8790,Estimated,334,125,5.58,1.918,0.1116,0.51,11100,CCS
"123-0125",5R : Rural Major Collector,34.701492,-84.476007,2024,2320,Actual,160,37,4.202,2.941,0.1026,0.58,2920,Short Term
"123-0131",5R : Rural Major Collector,34.715242,-84.461104,2024,2020,Actual,,,,,0.1144,0.5,2850,Short Term
"123-0139",3R : Rural Principal Arterial - Other,34.776239,-84.394068,2024,18200,Estimated,2160,745,11.029,3.699,0.0847,0.54,27500,Short Term
"123-0143",5R : Rural Major Collector,34.582452,-84.625452,2024,4470,Estimated,,,,,0.0855,0.52,8940,Short Term
"123-0145",5R : Rural Major Collector,34.625928,-84.578206,2024,2040,Actual,153,124,6.18,7.865,0.0871,0.57,3520,Short Term
"123-0149",5R : Rural Major Collector,34.638892,-84.529923,2024,5290,Actual,345,134,4.566,3.653,0.0828,0.61,6670,Short Term
"123-0150",3R : Rural Principal Arterial - Other,34.686709,-84.592159,2024,5230,Actual,338,298,7.658,4.505,0.0927,0.5,6720,Short Term
"123-0154",3R : Rural Principal Arterial - Other,34.703318,-84.541035,2024,8310,Actual,545,365,3.976,1.835,0.0787,0.59,13000,Short Term
"123-0157",5R : Rural Major Collector,34.770419,-84.587550,2024,230,Estimated,14,5,,,0.125,0.69,440,Short Term
"123-0160",4R : Rural Minor Arterial,34.762427,-84.573698,2024,730,Estimated,46,13,8.451,2.817,0.1009,0.58,1200,Short Term
"123-0164",4R : Rural Minor Arterial,34.749704,-84.534306,2024,1550,Actual,80,18,3.597,0,0.09,0.58,1950,Short Term
"123-0167",4R : Rural Minor Arterial,34.721581,-84.504395,2024,3750,Actual,231,36,6.383,0,0.0878,0.58,4730,Short Term
"123-0170",4R : Rural Minor Arterial,34.701967,-84.483327,2024,5240,Estimated,,,,,0.0927,0.64,6600,Short Term
"123-0173",5R : Rural Major Collector,34.702921,-84.480218,2024,3500,Estimated,205,72,4.667,1,0.0881,0.59,4410,Short Term
"123-0179",4R : Rural Minor Arterial,34.698285,-84.481759,2024,8470,Estimated,389,75,,,0.0861,0.69,10700,Short Term
"123-0185",4R : Rural Minor Arterial,34.687686,-84.477502,2024,8630,Estimated,476,85,5.296,1.355,0.0986,0.56,10900,Short Term
"123-0187",3R : Rural Principal Arterial - Other,34.685094,-84.477592,2024,9640,Actual,646,437,6.448,4.258,0.0853,0.57,12100,Short Term
"123-0188",3R : Rural Principal Arterial - Other,34.685369,-84.473612,2024,13100,Estimated,506,120,,,0.0849,0.66,16500,Short Term
"123-0189",5R : Rural Major Collector,34.680592,-84.474201,2024,3540,Estimated,,,,,0.1061,0.58,4460,Short Term
"123-0190",5R : Rural Major Collector,34.687712,-84.472066,2024,9720,Estimated,632,278,,,0.0918,0.56,12800,Short Term
"123-0195",5R : Rural Major Collector,34.688094,-84.465541,2024,12900,Estimated,821,385,5.802,1.088,0.089,0.58,17100,Short Term
"123-0204",5R : Rural Major Collector,34.664239,-84.449884,2024,10200,Estimated,739,390,,,0.0991,0.57,14700,Short Term
"123-0207",5R : Rural Major Collector,34.660117,-84.387215,2024,2740,Estimated,,,,,0.0901,0.66,3730,Short Term
"123-0210",5R : Rural Major Collector,34.640267,-84.387200,2024,5490,Actual,508,259,11.359,3.911,0.0978,0.51,9240,Short Term
"123-0214",5R : Rural Major Collector,34.596037,-84.381461,2024,480,Estimated,72,12,,,0.1161,0.65,880,Short Term
"123-0217",5R : Rural Major Collector,34.599073,-84.461911,2024,1610,Estimated,99,23,,,0.104,0.59,2680,Short Term
"123-0222",5R : Rural Major Collector,34.659931,-84.472944,2024,5070,Actual,333,43,8.798,0.733,0.1344,0.57,9420,Short Term
"123-0230",5R : Rural Major Collector,34.738497,-84.465530,2024,1540,Estimated,113,44,7.333,3.333,0.0997,0.55,1940,Short Term
"123-0234",5R : Rural Major Collector,34.803283,-84.423758,2024,710,Estimated,59,5,8.861,0,0.1144,0.52,1240,Short Term
"123-0240",5R : Rural Major Collector,34.681119,-84.288879,2024,610,Actual,33,8,12.069,1.724,0.0945,0.55,1230,Short Term
"123-0244",5R : Rural Major Collector,34.677902,-84.286901,2024,520,Actual,41,7,9.804,0,0.0977,0.51,690,Short Term
"123-0247",3R : Rural Principal Arterial - Other,34.614158,-84.517724,2024,18200,Actual,1293,861,,,0.0787,0.56,31100,Short Term
"123-0248",3R : Rural Principal Arterial - Other,34.736919,-84.423661,2024,19500,Estimated,1556,697,10.157,2.821,0.085,0.52,34900,Short Term
"123-0250",3R : Rural Principal Arterial - Other,34.651985,-84.495593,2024,19300,Actual,1124,915,,,0.0848,0.51,33800,Short Term
"123-0252",3R : Rural Principal Arterial - Other,34.681076,-84.475980,2024,22600,Estimated,1210,713,5.395,2.888,0.0843,0.51,32100,Short Term
"123-0254",3R : Rural Principal Arterial - Other,34.714483,-84.453576,2024,18700,Actual,1188,719,5.811,3.995,0.0957,0.53,31900,Short Term
"123-0261",5R : Rural Major Collector,34.689518,-84.466260,2024,2630,Actual,236,87,5.479,2.397,0.1112,0.6,,Short Term
"123-8001",6R : Rural Minor Collector,34.657770,-84.294562,2024,410,Actual,32,6,4.348,0,0.113,0.5,520,Short Term
"123-8005",7R : Rural Local,34.678307,-84.489607,2024,5920,Estimated,,,,,0.0904,0.52,7490,Short Term
"123-8013",7R : Rural Local,34.778399,-84.393993,2024,150,Estimated,,,,,0.1475,0.52,190,Short Term
"123-8017",7R : Rural Local,34.762978,-84.436957,2024,770,Estimated,48,1,14.103,0,0.1042,0.53,1120,Short Term
"123-8019",7R : Rural Local,34.583970,-84.622366,2024,290,Estimated,11,1,8.824,0,0.1212,0.65,480,Short Term
"123-8020",7R : Rural Local,34.727185,-84.454128,2024,100,Estimated,16,4,36.364,9.091,0.1109,0.64,280,Short Term
"123-8021",7R : Rural Local,34.728799,-84.441459,2024,50,Actual,2,1,0,0,0.2292,0.64,60,Short Term
"123-8024",7R : Rural Local,34.838682,-84.413390,2024,910,Estimated,,,,,,,1150,Short Term
"123-8025",6R : Rural Minor Collector,34.604997,-84.422687,2024,1620,Actual,138,35,10,0.588,0.1048,0.52,2540,Short Term
"123-8026",6R : Rural Minor Collector,34.601895,-84.402846,2024,1390,Actual,76,21,7.389,0,0.1459,0.55,2060,Short Term
"123-8027",6R : Rural Minor Collector,34.644723,-84.329928,2024,1250,Estimated,107,15,13.793,0.862,0.0972,0.65,2210,Short Term
"123-8029",6R : Rural Minor Collector,34.739200,-84.601300,2024,120,Actual,12,1,21.429,0,0.1177,0.64,150,Short Term
"123-8032",6R : Rural Minor Collector,34.773799,-84.536801,2024,270,Estimated,,,,,0.1321,0.57,370,Short Term
"123-8035",7R : Rural Local,34.621665,-84.419450,2024,50,Estimated,1,0,6.25,0,0.29,0.56,90,Short Term
"123-8036",7R : Rural Local,34.615620,-84.427637,2024,240,Estimated,23,3,4,0,0.1067,0.52,480,Short Term
"123-8037",7R : Rural Local,34.620988,-84.434365,2024,550,Actual,28,11,7.018,1.754,0.104,0.56,690,Short Term
"123-8038",7R : Rural Local,34.639196,-84.409165,2024,110,Estimated,9,0,10.526,0,0.1847,0.68,140,Short Term
"123-8039",7R : Rural Local,34.660750,-84.381591,2024,1060,Estimated,47,4,1.961,0,0.099,0.59,1870,Short Term
"123-8043",7R : Rural Local,34.664603,-84.317088,2024,80,Estimated,7,,,,0.125,0.56,180,Short Term
"123-8044",7R : Rural Local,34.623225,-84.282198,2024,40,Estimated,4,0,,,0.2048,0.63,50,Short Term
"123-8045",7R : Rural Local,34.625630,-84.248575,2024,50,Estimated,,,,,,,60,Short Term
"123-8046",7R : Rural Local,34.635388,-84.259041,2024,10,Estimated,1,0,0,0,0.29,0.75,20,Short Term
"123-8048",7R : Rural Local,34.641259,-84.279945,2024,170,Estimated,14,3,4.167,4.167,0.1414,0.5,280,Short Term
"123-8050",7R : Rural Local,34.665528,-84.335033,2024,210,Estimated,12,3,9.524,0,0.1039,0.62,360,Short Term
"123-8051",7R : Rural Local,34.690394,-84.333585,2024,110,Estimated,11,2,,,0.1293,0.54,160,Short Term
"123-8052",7R : Rural Local,34.680161,-84.313632,2024,50,Actual,1,0,0,0,0.1778,0.5,60,Short Term
"123-8053",7R : Rural Local,34.699902,-84.302005,2024,80,Estimated,3,0,6.25,0,0.2119,0.56,150,Short Term
"123-8054",7R : Rural Local,34.710707,-84.418495,2024,1040,Estimated,34,5,5.051,0,0.1003,0.55,3120,Short Term
"123-8055",7R : Rural Local,34.778520,-84.391217,2024,270,Estimated,21,2,3.03,0,0.1266,0.74,530,Short Term
"123-8056",7R : Rural Local,34.778937,-84.372990,2024,340,Estimated,33,1,,,0.1088,0.62,590,Short Term
"123-8057",7R : Rural Local,34.810064,-84.527783,2024,10,Actual,2,1,20,40,0.4546,0.6,20,Short Term
"123-8058",7R : Rural Local,34.801713,-84.379626,2024,710,Estimated,64,4,8.451,0,0.1033,0.55,1430,Short Term
"123-8059",7R : Rural Local,34.567426,-84.510899,2024,160,Estimated,42,1,,,0.1372,0.85,200,Short Term
"123-8060",7R : Rural Local,34.606502,-84.505585,2024,50,Actual,14,1,0,0,0.2,0.6,60,Short Term
"123-8062",7R : Rural Local,34.776211,-84.378463,2024,150,Estimated,7,0,4.762,0,0.1404,0.52,190,Short Term
"125-0101",5R : Rural Major Collector,33.135342,-82.614167,2024,490,Estimated,64,62,8.333,10.417,0.1026,0.54,710,Short Term
"125-0105",5R : Rural Major Collector,33.167677,-82.616533,2024,340,Estimated,40,46,2.273,6.818,0.1366,0.61,430,Short Term
"125-0109",5R : Rural Major Collector,33.217313,-82.601955,2024,780,Actual,38,90,2.247,5.618,0.114,0.51,1220,Short Term
"125-0112",5R : Rural Major Collector,33.225500,-82.597212,2024,880,Actual,65,87,7.843,2.941,0.1159,0.52,1280,Short Term
"125-0120",5R : Rural Major Collector,33.245159,-82.595111,2024,1320,Estimated,160,150,6.757,7.432,0.1166,0.55,2160,Short Term
"125-0124",5R : Rural Major Collector,33.208132,-82.666197,2024,200,Actual,26,15,4,0,0.1238,0.64,250,Short Term
"125-0128",5R : Rural Major Collector,33.219385,-82.700732,2024,460,Estimated,,,,,0.1174,0.54,580,Short Term
"125-0130",5R : Rural Major Collector,33.236545,-82.729875,2024,260,Actual,19,64,11.111,37.037,0.1039,0.52,330,Short Term
"125-0136",5R : Rural Major Collector,33.256262,-82.748715,2024,360,Estimated,63,42,31.707,4.878,0.1208,0.54,450,Short Term
"125-0138",5R : Rural Major Collector,33.208594,-82.709977,2024,670,Estimated,26,48,0,4.762,0.0992,0.7,890,Short Term
"125-0140",5R : Rural Major Collector,33.215531,-82.705355,2024,740,Estimated,46,39,0,2.817,0.1004,0.61,940,Short Term
"125-0143",5R : Rural Major Collector,33.221208,-82.702499,2024,1100,Estimated,105,47,11.321,4.717,0.1011,0.57,1520,Short Term
"125-0149",5R : Rural Major Collector,33.228526,-82.691504,2024,790,Actual,96,31,,,0.1138,0.66,1130,Short Term
"125-0152",5R : Rural Major Collector,33.232582,-82.602301,2024,1750,Estimated,201,67,,,0.1047,0.8,2530,Short Term
"125-0154",5R : Rural Major Collector,33.233371,-82.593785,2024,2520,Actual,117,37,3.493,1.31,0.1077,0.56,3180,Short Term
"125-0157",5R : Rural Major Collector,33.237341,-82.573043,2024,970,Actual,62,39,4.348,5.217,0.1188,0.55,1220,Short Term
"125-0162",5R : Rural Major Collector,33.227638,-82.697640,2024,530,Estimated,,,,,0.1078,0.58,730,Short Term
"125-0164",5R : Rural Major Collector,33.262050,-82.695790,2024,430,Actual,48,18,7.143,2.381,0.0979,0.62,540,Short Term
"125-0167",5R : Rural Major Collector,33.263358,-82.720469,2024,70,Estimated,12,0,,,0.1563,0.8,90,Short Term
"125-0169",5R : Rural Major Collector,33.277024,-82.674297,2024,250,Actual,,,,,0.1185,0.53,320,Short Term
"125-0172",5R : Rural Major Collector,33.306462,-82.633049,2024,310,Estimated,,,,,0.1612,0.57,390,Short Term
"125-0176",5R : Rural Major Collector,33.238092,-82.599709,2024,1640,Estimated,,,,,0.114,0.8,3070,Short Term
"125-0179",5R : Rural Major Collector,33.269084,-82.647189,2024,230,Estimated,,,,,0.1338,0.63,290,Short Term
"125-0181",5R : Rural Major Collector,33.238244,-82.571513,2024,970,Estimated,,,,,0.1223,0.5,1220,Short Term
"125-0186",5R : Rural Major Collector,33.316536,-82.559358,2024,410,Actual,17,6,4.255,2.128,0.1152,0.77,520,Short Term
"125-0189",5R : Rural Major Collector,33.247754,-82.551794,2024,630,Actual,51,7,9.524,0,0.1327,0.61,790,Short Term
"125-0192",5R : Rural Major Collector,33.247688,-82.505213,2024,480,Actual,,,,,0.1223,0.79,610,Short Term
"125-0194",6R : Rural Minor Collector,33.293478,-82.488316,2024,50,Estimated,,,,,0.2359,0.5,60,Short Term
"125-0196",4R : Rural Minor Arterial,33.260192,-82.476507,2024,1940,Estimated,177,426,12.651,27.108,0.0897,0.51,2900,Short Term
"125-0198",4R : Rural Minor Arterial,33.299187,-82.517359,2024,1640,Estimated,328,426,20.946,18.919,0.0938,0.56,3260,Short Term
